date,city,temperature,precipitation,is_rainy
2022-01-01,New York,43.04898463829744,0.07380665017773247,0
2022-01-01,Los Angeles,35.35083527166451,0.01910520712174809,0
2022-01-01,Chicago,20.0,0.043502532508133476,0
2022-01-01,Houston,39.62206344796396,0.10313668106968599,0
2022-01-01,Miami,41.346085458334116,0.013514284103526099,0
2022-01-02,New York,41.085582756582696,0.11314466686885497,0
2022-01-02,Los Angeles,40.09214569545606,0.07990372739324839,0
2022-01-02,Chicago,34.67713594501966,0.07852881409955177,1
2022-01-02,Houston,44.63601117329313,0.13171979410919393,0
2022-01-02,Miami,34.07072019774335,0.003065189279595399,0
2022-01-03,New York,39.415944649718035,0.035952911527882096,0
2022-01-03,Los Angeles,46.6112696489783,0.14796884383098446,0
2022-01-03,Chicago,38.224569569525116,0.12737625159915328,1
2022-01-03,Houston,59.67888629366456,0.05392934653727574,0
2022-01-03,Miami,36.4630812004289,0.021434491510883225,0
2022-01-04,New York,49.674710474835436,0.03195864997759706,0
2022-01-04,Los Angeles,36.488060553136044,0.0755841817003048,1
2022-01-04,Chicago,29.613497279435673,0.2537391586699802,0
2022-01-04,Houston,33.84196946060146,0.055609262718912124,0
2022-01-04,Miami,26.684793244874825,0.21708807621431214,0
2022-01-05,New York,35.89424036562188,0.015061383783489701,0
2022-01-05,Los Angeles,37.434360158688534,0.0003902332080635889,0
2022-01-05,Chicago,28.049432762276027,0.1264389529138399,0
2022-01-05,Houston,36.38142365610002,0.06904217082569956,0
2022-01-05,Miami,47.581511829578204,0.21346130613683575,0
2022-01-06,New York,35.560903132374136,0.005895695260486594,0
2022-01-06,Los Angeles,47.11124407473199,0.04127226404528671,0
2022-01-06,Chicago,32.58023790464864,0.1665298123367836,0
2022-01-06,Houston,39.514467287273526,0.06002799142459218,0
2022-01-06,Miami,32.90061708852353,0.37733164503748085,1
2022-01-07,New York,20.23772019913194,0.30668188940768126,0
2022-01-07,Los Angeles,25.39375294591281,0.06951114141792954,0
2022-01-07,Chicago,43.54779975825108,0.031072022929498573,0
2022-01-07,Houston,43.40990706244351,0.18864526098544387,0
2022-01-07,Miami,35.089456783451986,0.3365739942154763,1
2022-01-08,New York,37.80852128352949,0.1473985925897794,0
2022-01-08,Los Angeles,34.54373283421661,0.006905188812447354,0
2022-01-08,Chicago,28.910881733318888,0.05329624316384504,0
2022-01-08,Houston,27.513139940743006,0.012100242232029417,1
2022-01-08,Miami,25.235993770609895,0.03193907651773084,1
2022-01-09,New York,47.85389434725167,0.22539194434364976,1
2022-01-09,Los Angeles,29.003812455611087,0.01728872960830819,0
2022-01-09,Chicago,34.120843041216894,0.014273986612245788,0
2022-01-09,Houston,35.19504473094314,0.05303010389180379,1
2022-01-09,Miami,38.04317506349177,0.10303167049189335,0
2022-01-10,New York,54.230201012333694,0.08692769894278823,0
2022-01-10,Los Angeles,32.922908499392605,0.0764304120569382,0
