date,city,temperature,precipitation,is_rainy,temp_category,weather_impact_score
2022-01-01,New York,43.04898463829744,0.0738066501777324,0,Mild,1.1
2022-01-01,Los Angeles,35.35083527166451,0.019105207121748,0,Cold,0.95
2022-01-01,Chicago,20.0,0.0435025325081334,0,Cold,0.95
2022-01-01,Houston,39.62206344796396,0.1031366810696859,0,Cold,0.95
2022-01-01,Miami,41.34608545833412,0.013514284103526,0,Mild,1.1
2022-01-02,New York,41.085582756582696,0.1131446668688549,0,Mild,1.1
2022-01-02,Los Angeles,40.09214569545606,0.0799037273932483,0,Mild,1.1
2022-01-02,Chicago,34.67713594501966,0.0785288140995517,1,Cold,0.8
2022-01-02,Houston,44.63601117329313,0.1317197941091939,0,Mild,1.1
2022-01-02,Miami,34.07072019774335,0.0030651892795953,0,Cold,0.95
2022-01-03,New York,39.41594464971804,0.035952911527882,0,Cold,0.95
2022-01-03,Los Angeles,46.6112696489783,0.1479688438309844,0,Mild,1.1
2022-01-03,Chicago,38.22456956952512,0.1273762515991532,1,Cold,0.8
2022-01-03,Houston,59.67888629366456,0.0539293465372757,0,Mild,1.1
2022-01-03,Miami,36.4630812004289,0.0214344915108832,0,Cold,0.95
2022-01-04,New York,49.67471047483544,0.031958649977597,0,Mild,1.1
2022-01-04,Los Angeles,36.488060553136044,0.0755841817003048,1,Cold,0.8
2022-01-04,Chicago,29.613497279435677,0.2537391586699802,0,Cold,0.95
2022-01-04,Houston,33.84196946060146,0.0556092627189121,0,Cold,0.95
2022-01-04,Miami,26.684793244874825,0.2170880762143121,0,Cold,0.95
2022-01-05,New York,35.89424036562188,0.0150613837834897,0,Cold,0.95
2022-01-05,Los Angeles,37.43436015868853,0.0003902332080635,0,Cold,0.95
2022-01-05,Chicago,28.049432762276027,0.1264389529138399,0,Cold,0.95
2022-01-05,Houston,36.38142365610002,0.0690421708256995,0,Cold,0.95
2022-01-05,Miami,47.58151182957821,0.2134613061368357,0,Mild,1.1
2022-01-06,New York,35.560903132374136,0.0058956952604865,0,Cold,0.95
2022-01-06,Los Angeles,47.11124407473199,0.0412722640452867,0,Mild,1.1
2022-01-06,Chicago,32.58023790464864,0.1665298123367836,0,Cold,0.95
2022-01-06,Houston,39.514467287273526,0.0600279914245921,0,Cold,0.95
2022-01-06,Miami,32.90061708852353,0.3773316450374808,1,Cold,0.8
2022-01-07,New York,20.23772019913194,0.3066818894076812,0,Cold,0.95
2022-01-07,Los Angeles,25.39375294591281,0.0695111414179295,0,Cold,0.95
2022-01-07,Chicago,43.54779975825108,0.0310720229294985,0,Mild,1.1
2022-01-07,Houston,43.40990706244351,0.1886452609854438,0,Mild,1.1
2022-01-07,Miami,35.089456783451986,0.3365739942154763,1,Cold,0.8
2022-01-08,New York,37.80852128352949,0.1473985925897794,0,Cold,0.95
2022-01-08,Los Angeles,34.54373283421661,0.0069051888124473,0,Cold,0.95
2022-01-08,Chicago,28.910881733318888,0.053296243163845,0,Cold,0.95
2022-01-08,Houston,27.51313994074301,0.0121002422320294,1,Cold,0.8
2022-01-08,Miami,25.23599377060989,0.0319390765177308,1,Cold,0.8
2022-01-09,New York,47.85389434725167,0.2253919443436497,1,Mild,0.95
2022-01-09,Los Angeles,29.003812455611087,0.0172887296083081,0,Cold,0.95
2022-01-09,Chicago,34.120843041216894,0.0142739866122457,0,Cold,0.95
2022-01-09,Houston,35.19504473094314,0.0530301038918037,1,Cold,0.8
2022-01-09,Miami,38.04317506349177,0.1030316704918933,0,Cold,0.95
2022-01-10,New York,54.230201012333694,0.0869276989427882,0,Mild,1.1
2022-01-10,Los Angeles,32.922908499392605,0.0764304120569382,0,Cold,0.95
2022-01-10,Chicago,20.284963038931835,0.0650722601374074,0,Cold,0.95
2022-01-10,Houston,20.0,0.2042590105635324,0,Cold,0.95
2022-01-10,Miami,31.54898691272341,0.0381587745768991,0,Cold,0.95
2022-01-11,New York,41.27599935798244,0.0808302799964993,1,Mild,0.95
2022-01-11,Los Angeles,37.684254487192014,0.0012512666059443,0,Cold,0.95
2022-01-11,Chicago,27.70825544280107,0.0197946381396059,0,Cold,0.95
2022-01-11,Houston,23.50320648724722,0.0935338371811989,1,Cold,0.8
2022-01-11,Miami,47.67608710761369,0.0446271366319643,1,Mild,0.95
2022-01-12,New York,48.36547846720861,0.1727934508058283,0,Mild,1.1
2022-01-12,Los Angeles,30.94710137040655,0.1538369120630158,0,Cold,0.95
2022-01-12,Chicago,29.787254735716456,0.3593061014867413,0,Cold,0.95
2022-01-12,Houston,38.13068187243511,0.1130426596550199,0,Cold,0.95
2022-01-12,Miami,29.04477754595509,0.1057179503440914,0,Cold,0.95
2022-01-13,New York,20.0,0.0321407438421137,1,Cold,0.8
2022-01-13,Los Angeles,32.498871033276494,0.1585630062329228,0,Cold,0.95
2022-01-13,Chicago,33.78313008371625,0.119932994912678,1,Cold,0.8
2022-01-13,Houston,49.58297585634759,0.0299752396948067,1,Mild,0.95
2022-01-13,Miami,38.4588924539232,0.2507016815378923,0,Cold,0.95
2022-01-14,New York,57.699369495525374,0.1014817506588783,1,Mild,0.95
2022-01-14,Los Angeles,40.49613971690251,0.3231312955840154,0,Mild,1.1
2022-01-14,Chicago,54.997186604323815,0.283306468963764,1,Mild,0.95
2022-01-14,Houston,39.37718361367653,0.0245440198548415,0,Cold,0.95
2022-01-14,Miami,43.02457235184336,0.2486444932521509,0,Mild,1.1
2022-01-15,New York,20.0,0.0592036239593641,0,Cold,0.95
2022-01-15,Los Angeles,29.864481864463137,0.0081059956155806,0,Cold,0.95
2022-01-15,Chicago,30.09198133194181,0.0797693279260826,1,Cold,0.8
2022-01-15,Houston,45.91583179809676,0.1955448375332764,0,Mild,1.1
2022-01-15,Miami,22.90764356081363,0.0330757439236893,0,Cold,0.95
2022-01-16,New York,36.74699799885275,0.0389174277032793,0,Cold,0.95
2022-01-16,Los Angeles,20.0,0.092953395363627,0,Cold,0.95
2022-01-16,Chicago,40.585674795698985,0.0281280607094837,0,Mild,1.1
2022-01-16,Houston,36.6809067445773,0.0513300024387559,1,Cold,0.8
2022-01-16,Miami,55.68504665363744,0.0512678589412835,1,Mild,0.95
2022-01-17,New York,34.093217036599775,0.0170620628439897,0,Cold,0.95
2022-01-17,Los Angeles,20.0,0.0102658877319704,0,Cold,0.95
2022-01-17,Chicago,45.05544538122401,0.156222378046602,0,Mild,1.1
2022-01-17,Houston,37.50928693110937,0.0032117745444861,0,Cold,0.95
2022-01-17,Miami,37.19335742182172,0.0193075935770295,0,Cold,0.95
2022-01-18,New York,46.539212616316135,0.0608001468526461,0,Mild,1.1
2022-01-18,Los Angeles,31.712588073062804,0.0384285432404154,0,Cold,0.95
2022-01-18,Chicago,31.766513747896475,0.0415361310741389,0,Cold,0.95
2022-01-18,Houston,45.76943073133677,0.0275100754332843,0,Mild,1.1
2022-01-18,Miami,20.0,0.1656232647545876,0,Cold,0.95
2022-01-19,New York,34.33936784379637,0.0672242993246994,0,Cold,0.95
